type,term,unicode,source_definition,learner_definition_en,learner_definition_status,ai_review_status,review_notes
word,傷疤,"","",scar,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傷風,"","",catch a cold,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,勤快,"","",diligent,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,勤學,"","",study hard,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,匯成,"","",join into,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,嗅覺,"","",sense of smell,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,園地,"","",garden; field,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圓柱形,"","",cylindrical,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圓面積,"","",area of a circle,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圓筒,"","",cylinder,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圓潤,"","",round and smooth,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圓盤,"","",disc,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,塑料板,"","",plastic sheet,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,填充,"","",fill,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,填法,"","",way of filling,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,奧妙,"","",mystery; wonder,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,微波,"","",microwave,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,愛不釋手,"","",love something so much one cannot put it down,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搬家,"","",move house,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,損壞,"","",damage,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搶到,"","",snatch; manage to get,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搖一搖,"","",shake,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搖搖擺擺,"","",swaying,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搖醒,"","",shake awake,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搗亂,"","",make trouble,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,敬意,"","",respect,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,敬譜,"","",respect the score,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,新生小學,"","",Xinsheng Primary School,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,新式,"","",new style,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,新建,"","",newly built,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,新娘,"","",bride,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
